flight_name,flight_code,departure_time,departure_city,flight_duration,arrival_time,arrival_city,flight_cost
AirAsia,I5-984 | I5-741,23:25,Mumbai,14 hrs 55 mins ,14:20+ 1 DAY27 Feb 2021,New Delhi,"₹ 9,999"
